econdata
Year,Area,Labor Force,Employment,Unemployment,Unemployment Rate
2012,Livingston city,"6,300","5,800",500,8.6
2012,Lockeford CDP,"1,500","1,200",200,15.6
2012,Lodi city,"28,700","24,800","3,900",13.5
2012,Loma Linda city,"9,900","9,200",700,7.5
2012,Loma Rica CDP,"1,100","1,000",100,5.6
2012,Lomita city,"10,700","9,700","1,100",9.8
2012,Lompoc city,"18,200","16,200","2,000",10.8
2012,London CDP,700,600,200,23.1
2012,Lone Pine CDP,930,840,90,9.7
2012,Long Beach city,"236,400","208,200","28,100",11.9
2012,Loomis town,"3,100","2,700",300,11.0
2012,Los Alamitos city,"5,700","5,200",500,8.2
2012,Los Alamos CDP,900,800,100,8.6
2012,Los Altos city,"13,500","12,800",700,5.2
2012,Los Angeles city,"1,971,500","1,744,000","227,400",11.5
2012,Los Banos city,"15,900","13,300","2,700",16.7
2012,Los Gatos town,"14,800","14,100",800,5.4
2012,Los Molinos CDP,640,560,90,13.6
2012,Lost Hills CDP,900,800,0,5.0
2012,Lower Lake CDP,700,620,80,11.6
2012,Loyalton city,520,440,80,14.9
2012,Lucerne CDP,"1,280","1,190",90,7.1
2012,Lynwood city,"28,500","24,700","3,800",13.3
2012,McCloud CDP,440,330,110,24.5
2012,McFarland city,"5,900","4,900","1,000",16.5
2012,McKinleyville CDP,"7,600","7,100",500,7.2
2012,McKittrick CDP,0,0,0,0.0
2012,Madera city,"26,900","23,500","3,400",12.5
2012,Madera Acres CDP,"4,600","4,100",500,10.4
2012,Magalia CDP,"4,800","4,400",400,9.0
2012,Malibu city,"6,200","5,700",400,7.0
2012,Mammoth Lakes town,"5,100","5,050",50,1.0
2012,Manhattan Beach city,"18,300","17,400",800,4.6
2012,Manteca city,"34,100","29,200","4,900",14.4
2012,Manton CDP,110,100,10,12.8
2012,March AFB CDP,200,200,0,3.4
2012,Maricopa city,400,300,100,17.4
2012,Marina city,"11,500","10,500","1,000",8.8
2012,Marina del Rey CDP,"6,500","6,100",400,6.8
2012,Mariposa CDP,690,640,50,6.9
2012,Markleeville CDP,70,70,0,0.0
2012,Martinez city,"20,000","18,400","1,600",8.1
2012,Marysville city,"4,900","4,200",700,14.1
2012,Mayflower Village CDP,"2,900","2,700",200,7.3
2012,Maywood city,"12,400","11,000","1,400",11.3
2012,Meadow Valley CDP,270,160,120,42.9
2012,Meadow Vista CDP,"1,600","1,500",100,6.1
2012,Mecca CDP,"2,800","2,500",400,12.6
2012,Meiners Oaks CDP,"2,000","1,800",100,6.6
2012,Mendocino CDP,520,520,0,0.0
2012,Mendota city,"5,400","3,700","1,700",31.7
2012,Menifee City,"34,400","29,800","4,600",13.5
2012,Menlo Park city,"17,600","16,700",900,5.1
2012,Mentone CDP,"4,800","4,300",500,9.9
2012,Merced city,"34,600","29,300","5,400",15.5
2012,Mesa CDP,180,160,20,9.6
2012,Mesa Vista CDP,110,80,30,27.4
2012,Mettler CDP,100,100,0,25.3
2012,Middletown CDP,370,310,60,16.2
2012,Millbrae city,"11,600","10,800",700,6.2
2012,Mill Valley city,"6,900","6,600",300,4.1
2012,Milpitas city,"35,200","32,600","2,600",7.4
2012,Mineral CDP,110,90,30,22.3
2012,Mira Monte CDP,"3,700","3,300",400,10.7
2012,Mission Canyon CDP,"1,500","1,400",0,2.3
2012,Mission Hills CDP,"2,000","1,700",300,15.2
2012,Mission Viejo city,"49,100","45,500","3,600",7.4
2012,Mi Wuk Village CDP,460,340,120,25.5
2012,Modesto city,"94,600","80,800","13,800",14.6
2012,Mohawk Vista CDP,40,40,0,0.0
2012,Mojave CDP,"1,800","1,300",500,27.9
2012,Mokelumne Hill CDP,240,170,70,30.3
2012,Mono Vista CDP,"1,600","1,570",30,1.9
2012,Monrovia city,"20,200","18,500","1,700",8.5
2012,Montclair city,"17,500","15,800","1,700",9.7
2012,Montebello city,"28,000","25,400","2,600",9.4
2012,Montecito CDP,"3,200","2,800",400,12.3
2012,Monterey city,"15,500","14,200","1,300",8.4
2012,Monterey Park city,"28,700","25,900","2,800",9.8
2012,Monte Rio CDP,700,500,200,31.1
2012,Moorpark city,"19,300","17,900","1,400",7.1
2012,Morada CDP,"1,400","1,400",0,0.0
2012,Moraga town,"7,200","6,800",400,5.6
2012,Moreno Valley city,"88,200","77,300","10,900",12.4
2012,Morgan Hill city,"20,500","18,800","1,800",8.7
2012,Morongo Valley CDP,"1,400","1,300",200,10.6
2012,Morro Bay city,"5,000","4,400",600,12.7
2012,Moss Landing CDP,100,100,0,0.0
2012,Mountain Mesa CDP,200,200,0,11.7
2012,Mountain Ranch CDP,540,430,110,20.5
2012,Mountain View CDP,"1,300","1,100",200,16.8
2012,Mountain View city,"46,000","43,200","2,800",6.0
2012,Mountain View Acres CDP,"1,400","1,100",200,18.0
2012,Mount Shasta city,"1,540","1,480",70,4.2
2012,Murphys CDP,970,840,130,13.3
2012,Murrieta city,"49,400","44,800","4,700",9.4
2012,Muscoy CDP,"5,000","3,900","1,100",22.5
2012,Napa city,"40,800","37,200","3,600",8.9
2012,National City city,"24,900","22,000","2,900",11.5
2012,Needles city,"1,600","1,500",100,8.0
2012,Nevada City city,"1,390","1,280",110,8.2
2012,Newark city,"22,900","21,200","1,700",7.5
2012,Newman city,"4,800","3,900",900,19.0
2012,Newport Beach city,"45,100","42,200","2,900",6.5
2012,Nice CDP,970,890,80,8.3
2012,Nipomo CDP,"9,100","8,000","1,100",11.8
2012,Norco city,"11,400","10,300","1,100",9.4
2012,North Auburn CDP,"5,200","4,800",400,7.7
2012,North Edwards CDP,500,400,100,19.5
2012,North El Monte CDP,"1,600","1,500",100,5.7
2012,North Fair Oaks CDP,"7,400","7,100",300,4.7
2012,North Highlands CDP,"19,500","17,800","1,700",8.9
2012,North Lakeport CDP,"1,440","1,370",70,5.0
2012,Norwalk city,"49,900","44,400","5,600",11.2
2012,Novato city,"28,200","26,400","1,700",6.2
2012,Nuevo CDP,"2,800","2,500",300,11.1
2012,Oakdale city,"9,800","8,000","1,800",18.1
2012,Oakhurst CDP,"1,600","1,400",200,13.6
2012,Oakland city,"207,400","185,300","22,100",10.7
2012,Oakley city,"18,200","16,200","2,000",11.0
2012,Oak Park CDP,"7,200","6,400",800,10.6
2012,Oak View CDP,"2,300","2,100",200,9.5
2012,Occidental CDP,400,400,0,0.0
2012,Oceano CDP,"3,600","3,200",400,10.8
2012,Oceanside city,"81,800","74,200","7,700",9.4
2011,Acton CDP,"3,400","3,100",300,9.3
2011,Adelanto city,"9,200","7,300","1,900",20.6
2011,Agoura Hills city,"11,200","10,100","1,100",10.2
2011,Alameda city,"39,500","36,100","3,500",8.8
2011,Alamo CDP,"6,000","5,700",400,6.2
2011,Albany city,"9,100","8,300",800,8.6
2011,Alhambra city,"43,600","40,100","3,500",8.1
2011,Aliso Viejo CDP,"28,200","26,200","2,000",7.1
2011,Alondra Park CDP,"4,100","3,400",700,16.5
2011,Alpaugh CDP,400,300,200,34.4
2011,Alpine Village CDP,90,90,0,0.0
2011,Altadena CDP,"22,500","20,500","2,100",9.2
2011,Alta Sierra CDP,"3,560","3,350",210,5.8
2011,Alturas city,"1,250","1,030",220,17.9
2011,Amador City city,80,70,10,16.5
2011,American Canyon city,"10,100","8,800","1,300",12.6
2011,Anaheim city,"169,300","150,100","19,200",11.3
2011,Anderson city,"4,300","3,700",600,14.7
2011,Angels City city,"1,610","1,600",10,0.5
2011,Angwin CDP,"2,000","1,800",200,9.0
2011,Antioch city,"49,800","42,800","7,000",14.0
2011,Apple Valley town,"27,000","23,300","3,700",13.7
2011,Aptos CDP,"3,100","3,000",100,4.7
2011,Aptos Hills Larkin Valley CDP,"1,100",900,200,19.9
2011,Arbuckle CDP,"2,160","1,590",570,26.4
2011,Arcadia city,"27,300","25,400","2,000",7.2
2011,Arcata city,"10,400","8,800","1,600",15.6
2011,Arden Arcade CDP,"45,400","38,400","7,000",15.3
2011,Armona CDP,"1,500","1,200",300,20.2
2011,Arnold CDP,"1,120",930,200,17.6
2011,Aromas CDP (Monterey Co),"1,600","1,400",100,9.5
2011,Arroyo Grande city,"8,800","8,000",700,8.4
2011,Artesia city,"7,600","6,800",800,10.1
2011,Arvin city,"8,800","7,500","1,200",14.1
2011,Ashland CDP,"10,900","9,200","1,700",15.4
2011,Atascadero city,"14,300","13,200","1,100",8.0
2011,Atherton town,"2,800","2,600",200,8.2
2011,Atwater city,"12,500","10,100","2,400",19.3
2011,Auberry CDP,"1,000",900,100,10.2
2011,Auburn city,"6,500","5,700",800,11.7
2011,August CDP,"3,500","2,500","1,000",28.8
2011,Avalon city,"1,900","1,900",0,1.2
2011,Avenal city,"4,000","3,000","1,000",23.9
2011,Avery CDP,330,240,90,27.1
2011,Avocado Heights CDP,"7,300","6,200","1,100",14.7
2011,Azusa city,"22,600","20,500","2,100",9.3
2011,Bakersfield city,"171,700","148,800","22,800",13.3
2011,Baldwin Park city,"35,600","29,900","5,600",15.8
2011,Banning city,"10,200","9,000","1,200",11.7
2011,Barstow city,"8,500","7,000","1,400",17.0
2011,Bay Point CDP,"11,900","9,800","2,100",17.3
2011,Beale AFB CDP,200,200,0,23.2
2011,Bear Valley CDP,30,30,0,0.0
2011,Bear Valley Springs CDP,"1,700","1,600",100,7.7
2011,Beaumont city,"16,700","15,300","1,300",8.0
2011,Beckwourth CDP,120,120,0,0.0
2011,Belden CDP,0,0,0,0.0
2011,Bell city,"15,600","13,100","2,500",16.2
2011,Bellflower city,"35,500","31,400","4,100",11.6
2011,Bell Gardens city,"18,200","15,700","2,500",13.9
2011,Belmont city,"14,800","13,800","1,000",6.6
2011,Benicia city,"14,200","13,100","1,100",7.8
2011,Ben Lomond CDP,"3,600","3,400",200,6.3
2011,Berkeley city,"58,500","53,700","4,800",8.2
2011,Bermuda Dunes CDP,"3,100","2,700",400,11.8
2011,Bertsch Oceanview CDP,950,660,280,29.8
2011,Bethel Island CDP,800,700,100,7.8
2011,Beverly Hills city,"18,200","16,100","2,100",11.6
2011,Big Bear City CDP,"5,100","4,700",400,8.0
2011,Big Bear Lake city,"2,000","1,900",100,5.1
2011,Biggs city,900,800,100,8.1
2011,Big Pine CDP,800,700,100,12.6
2011,Big River CDP,400,300,100,19.1
2011,Biola CDP,700,400,300,40.6
2011,Bishop city,"1,790","1,640",150,8.3
2011,Bloomington CDP,"9,500","8,100","1,400",14.2
2011,Blue Lake city,500,500,100,10.5
2011,Bluewater CDP,0,0,0,21.9
2011,Blythe city,"5,100","4,400",700,13.7
2011,Bodega Bay CDP,500,400,0,7.5
2011,Bodfish CDP,400,300,100,15.9
2011,Bonadelle Ranchos Madera Ranchos CDP,"4,000","3,600",500,11.6
2011,Bonita CDP,"6,100","5,100",900,15.3
2011,Bootjack CDP,400,320,80,19.2
2011,Boron CDP,800,700,100,9.7
2011,Boronda CDP,700,300,300,50.5
2011,Bostonia CDP,"8,200","6,700","1,500",18.6
2011,Boulder Creek CDP,"2,700","2,300",400,15.9
2011,Boyes Hot Springs CDP,"3,800","3,500",300,6.9
2011,Bradbury city,400,400,0,4.0
2011,Bradley CDP,100,100,0,0.0
2011,Brawley city,"12,200","8,300","3,800",31.3
2011,Brea city,"21,000","19,200","1,800",8.7
2011,Brentwood city,"24,300","22,200","2,100",8.8
2011,Bret Harte CDP,"2,200","1,500",700,30.3
2011,Brisbane city,"2,600","2,400",200,7.8
2011,Broadmoor CDP,"3,300","2,800",500,14.3
2011,Bucks Lake CDP,20,20,0,0.0
2011,Buellton city,"2,600","2,500",100,4.0
2011,Buena Park city,"39,100","36,000","3,100",7.8
2011,Burbank city,"56,800","51,100","5,700",10.1
2011,Burlingame city,"16,100","15,100","1,000",5.9
2011,Burney CDP,"1,300","1,100",200,16.5
2011,Buttonwillow CDP,600,500,100,15.4
2011,Byron CDP,600,500,100,18.4
2011,Bystrom CDP,"1,300","1,100",200,17.2
2011,Cabazon CDP,"1,100","1,000",100,11.2
2011,Calabasas city,"11,400","10,600",900,7.7
2011,Calexico city,"18,400","12,400","6,100",33.0
2011,California City city,"4,800","3,500","1,300",27.6
2011,Calimesa city,"3,200","2,700",400,13.1
2011,Calipatria city,"1,300",900,500,35.0
2011,Calistoga city,"2,700","2,300",300,12.8
2011,Calwa CDP,"1,000",700,300,28.0
2011,Camarillo city,"33,600","30,700","2,900",8.7
2011,Cambria CDP,"2,600","2,300",300,12.2
2011,Cameron Park CDP,"9,500","8,400","1,000",10.8
2011,Campbell city,"23,400","21,800","1,600",6.8
2011,Cantua Creek CDP,100,100,0,15.4
2011,Canyondam CDP,70,10,60,83.6
2011,Canyon Lake city,"4,600","4,300",300,6.9
2011,Capitola city,"5,300","5,100",200,4.0
2011,Carlsbad city,"52,200","47,300","4,900",9.4
2011,Carmel by the Sea city,"1,500","1,500",0,0.3
2011,Carmel Valley Village CDP,"2,600","2,100",500,18.5
2011,Carmichael CDP,"29,400","25,800","3,600",12.1
2011,Carpinteria city,"7,000","6,500",600,7.9
2011,Carson city,"47,100","39,800","7,300",15.4
2011,Cartago CDP,0,0,0,0.0
2011,Caruthers CDP,"1,200","1,000",200,16.2
2011,Casa Conejo CDP,"1,800","1,500",300,15.8
2011,Casa de Oro Mount Helix CDP,"9,300","8,400",900,9.8
2011,Castro Valley CDP,"29,400","26,700","2,700",9.2
2011,Castroville CDP,"3,600","2,800",800,22.4
2011,Cathedral City city,"23,800","21,200","2,600",10.8
2011,Cayucos CDP,"1,300","1,100",100,9.4
2011,Ceres city,"21,600","17,800","3,800",17.6
2011,Cerritos city,"23,900","21,700","2,200",9.2
2011,Challenge Brownsville CDP,200,200,0,0.0
2011,Channel Islands Beach CDP,"1,900","1,400",500,25.6
2011,Charter Oak CDP,"4,900","4,200",700,14.5
2011,Cherryland CDP,"7,400","6,100","1,300",17.3
2011,Cherry Valley CDP,"2,900","2,600",200,8.2
2011,Chester CDP,"1,100",930,160,15.0
2011,Chico city,"45,700","40,400","5,300",11.5
2011,Chilcoot Vinton CDP,40,0,40,100.0
2011,China Lake Acres CDP,600,500,100,12.8
2011,Chinese Camp CDP,30,30,0,0.0
2011,Chino city,"35,700","32,100","3,600",10.0
2011,Chino Hills city,"39,100","35,400","3,800",9.6
2011,Chowchilla city,"4,400","3,800",600,14.5
2011,Chualar CDP,700,600,100,14.0
2011,Chula Vista city,"118,400","103,200","15,200",12.8
2011,Citrus CDP,"5,100","4,600",400,8.7
2011,Citrus Heights city,"43,100","37,700","5,500",12.7
2011,Claremont city,"16,400","14,500","1,900",11.6
2011,Clayton city,"5,400","5,100",300,4.9
2011,Clearlake city,"6,770","5,050","1,720",25.4
2011,Clearlake Oaks CDP,840,670,170,19.7
2011,Clio CDP,40,40,0,0.0
2011,Cloverdale city,"4,100","3,800",200,5.9
2011,Clovis city,"49,200","42,800","6,400",13.0
2011,Clyde CDP,300,300,0,7.8
2011,Coachella city,"18,100","14,500","3,500",19.6
2011,Coalinga city,"6,300","5,200","1,100",17.4
2011,Cobb CDP,500,450,50,9.9
2011,Colfax city,900,800,200,16.0
2011,Colton city,"23,000","20,000","3,000",12.9
2011,Columbia CDP,950,670,280,29.5
2011,Colusa city,"3,080","2,530",550,18.0
2011,Commerce city,"5,800","5,000",800,14.4
2011,Compton city,"41,100","33,600","7,500",18.3
2011,Concord city,"64,700","57,500","7,200",11.1
2011,Concow CDP,200,200,100,26.9
2011,Copperopolis CDP,"2,310","1,970",350,14.9
2011,Corcoran city,"4,800","3,900",900,18.7
2011,Corning city,"3,030","2,510",520,17.2
2011,Corona city,"74,000","66,300","7,700",10.4
2011,Coronado city,"8,200","7,700",500,6.1
2011,Corralitos CDP,"1,200","1,100",100,11.7
2011,Corte Madera town,"5,500","5,000",500,9.2
2011,Costa Mesa city,"64,500","58,600","5,900",9.2
2011,Cotati city,"4,100","3,700",400,10.8
2011,Coto de Caza CDP,"7,300","6,700",600,8.6
2011,Cottonwood CDP,"1,400","1,200",200,15.3
2011,Country Club CDP,"4,700","3,500","1,200",25.4
2011,Covelo CDP,450,390,60,13.7
2011,Covina city,"24,300","20,800","3,500",14.3
2011,Crescent City city,"1,630","1,450",180,11.1
2011,Crescent Mills CDP,120,120,0,0.0
2011,Crestline CDP,"3,900","3,600",300,8.2
2011,C Road CDP,80,60,20,23.7
2011,Crockett CDP,"1,600","1,400",200,14.4
2011,Cromberg CDP,90,90,0,0.0
2011,Cudahy city,"10,300","8,800","1,600",15.1
2011,Culver City city,"22,000","20,000","2,000",9.1
2011,Cupertino city,"27,500","25,400","2,100",7.6
2011,Cutler CDP,"2,500","2,000",500,18.1
2011,Cypress city,"24,000","22,500","1,500",6.3
2011,Daly City city,"58,700","53,400","5,400",9.1
2011,Dana Point city,"18,600","17,000","1,600",8.5
2011,Danville town,"19,700","18,100","1,600",8.3
2011,Darwin CDP,10,10,0,0.0
2011,Davis city,"34,100","31,000","3,100",9.2
2011,Day Valley CDP,"1,600","1,400",200,12.4
2011,Deer Park CDP,400,300,100,15.5
2011,Del Aire CDP,"5,200","4,700",500,10.0
2011,Delano city,"20,000","16,500","3,500",17.6
2011,Delhi CDP,"5,200","4,400",900,16.8
2011,Delleker CDP,170,170,0,0.0
2011,Del Mar city,"2,200","2,000",200,7.6
2011,Del Monte Forest CDP,"1,700","1,400",200,14.5
2011,Del Rey CDP,600,500,100,20.5
2011,Del Rey Oaks city,"1,000",800,100,13.7
2011,Denair CDP,"2,400","2,000",400,15.4
2011,Derby Acres CDP,100,100,0,2.7
2011,Desert Hot Springs city,"10,900","9,200","1,700",15.4
2011,Desert View Highlands CDP,"1,100",900,200,18.5
2011,Diablo CDP,100,100,0,0.0
2011,Diamond Bar city,"28,700","26,400","2,300",7.9
2011,Diamond Springs CDP,"5,300","4,500",800,14.9
2011,Dinuba city,"11,000","8,500","2,500",22.5
2011,Discovery Bay CDP,"7,400","6,700",700,9.5
2011,Dixon city,"9,400","8,200","1,100",12.2
2011,Dixon Lane Meadow Creek CDP,"1,380","1,240",150,10.8
2011,Dollar Point CDP,500,400,0,7.5
2011,Dorrington CDP,80,60,10,17.3
2011,Dos Palos city,"2,100","1,800",300,13.6
2011,Downey city,"56,000","49,900","6,100",10.9
2011,Duarte city,"10,900","9,300","1,600",14.5
2011,Dublin city,"23,500","22,000","1,500",6.4
2011,Ducor CDP,200,200,0,16.0
2011,Dunsmuir city,690,620,80,11.0
2011,Durham CDP,"2,700","2,600",200,6.7
2011,Dustin Acres CDP,200,200,0,7.0
2011,Earlimart CDP,"4,100","3,100","1,000",25.0
2011,East Foothills CDP,"3,200","3,000",200,5.8
2011,East Hemet CDP,"7,700","6,200","1,500",19.6
2011,East Los Angeles CDP,"56,700","45,900","10,800",19.1
2011,East Oakdale CDP,"1,600","1,300",200,14.1
2011,Easton CDP,"1,100",900,200,17.4
2011,East Orosi CDP,400,200,200,44.4
2011,East Palo Alto city,"14,000","12,400","1,600",11.7
2011,East Pasadena CDP,"2,900","2,700",200,5.3
2011,East Porterville CDP,"2,900","1,900","1,000",35.8
2011,East Quincy CDP,"1,260","1,230",30,2.6
2011,East Richmond Heights CDP,"1,700","1,700",100,4.8
2011,East San Gabriel CDP,"7,000","6,700",300,4.9
2011,East Shore CDP,250,40,220,84.6
2011,East Sonora CDP,890,890,0,0.0
2011,Eastvale City city,"25,900","23,600","2,300",9.0
2011,Edwards AFB CDP,400,300,100,16.7
2011,El Cajon city,"46,900","40,100","6,800",14.5
2011,El Centro city,"21,300","15,600","5,800",27.0
2011,El Cerrito city,"12,400","11,300","1,100",8.9
2011,El Cerrito CDP,"2,000","1,900",200,8.4
2011,El Dorado Hills CDP,"21,600","19,500","2,000",9.4
2011,El Granada CDP,"3,100","2,900",200,7.0
2011,Elk Grove CDP,"74,900","67,900","7,100",9.5
2011,Elkhorn CDP,700,500,100,18.7
2011,Elmira CDP,100,100,0,10.3
2011,El Monte city,"52,100","44,400","7,700",14.9
2011,El Paso de Robles (Paso Robles) city,"15,500","13,800","1,700",10.7
2011,El Rio CDP,"3,100","2,500",500,17.3
2011,El Segundo city,"9,300","8,000","1,300",14.1
2011,El Sobrante CDP,"7,200","6,300",900,12.5
2011,El Verano CDP,"1,700","1,600",100,4.7
2011,Emeryville city,"6,800","6,300",500,7.3
2011,Empire CDP,"1,500","1,400",200,11.5
2011,Encinitas city,"32,100","29,400","2,700",8.4
2011,Escalon city,"3,400","3,100",300,9.0
2011,Escondido city,"68,300","61,200","7,100",10.3
2011,Esparto CDP,"1,700","1,500",200,11.4
2011,Eureka city,"13,400","12,000","1,400",10.3
2011,Exeter city,"4,700","3,900",800,16.9
2011,Fairfax town,"4,500","4,200",300,6.6
2011,Fairfield city,"49,900","44,400","5,500",11.0
2011,Fair Oaks CDP,"13,900","12,800","1,200",8.3
2011,Fairview CDP,"4,800","4,500",200,5.0
2011,Fallbrook CDP,"13,600","12,300","1,300",9.6
2011,Fall River Mills CDP,100,100,0,0.0
2011,Farmersville city,"5,100","4,000","1,000",20.3
2011,Farmington CDP,0,0,0,0.0
2011,Fellows CDP,0,0,0,17.6
2011,Felton CDP,"2,400","2,000",400,17.4
2011,Ferndale city,600,600,0,4.3
2011,Fetters Hot Springs Agua Caliente CDP,"2,300","2,200",100,4.7
2011,Fillmore city,"7,400","6,700",700,8.9
2011,Firebaugh city,"4,000","2,900","1,000",26.0
2011,Florence Graham CDP,"27,500","23,100","4,400",16.0
2011,Florin CDP,"20,800","16,700","4,100",19.6
2011,Folsom city,"34,200","31,500","2,700",8.0
2011,Fontana city,"91,300","78,600","12,700",13.9
2011,Foothill Farms CDP,"14,600","12,700","1,800",12.7
2011,Ford City CDP,"1,900","1,500",300,16.5
2011,Foresthill CDP,700,600,100,9.8
2011,Forest Meadows CDP,570,440,140,23.6
2011,Forestville CDP,"2,000","1,800",200,11.8
2011,Fort Bragg city,"3,330","2,950",370,11.2
2011,Fortuna city,"5,300","4,900",500,9.2
2011,Foster City city,"16,700","15,600","1,200",6.9
2011,Fountain Valley city,"28,200","25,700","2,500",8.9
2011,Fowler city,"2,800","2,500",400,12.7
2011,Frazier Park CDP,"1,100","1,000",200,15.9
2011,Freedom CDP,"2,000","1,600",400,18.8
2011,Fremont city,"109,800","101,100","8,800",8.0
2011,French Camp CDP,"1,100",900,200,17.2
2011,Fresno city,"238,200","195,700","42,500",17.8
2011,Friant CDP,200,200,100,26.4
2011,Fullerton city,"69,300","62,300","7,100",10.2
2011,Furnace Creek CDP,120,120,0,1.6
2011,Galt city,"11,000","9,400","1,500",14.1
2011,Gardena city,"29,600","26,000","3,600",12.2
2011,Garden Acres CDP,"4,500","3,500","1,000",21.3
2011,Garden Grove city,"83,300","74,000","9,300",11.1
2011,Georgetown CDP,"1,300","1,000",300,23.6
2011,Gilroy city,"25,200","22,200","3,000",12.0
2011,Glendale city,"97,900","86,300","11,600",11.8
2011,Glendora city,"24,700","22,100","2,600",10.5
2011,Glen Ellen CDP,500,500,0,0.0
2011,Golden Hills CDP,"4,200","3,900",300,7.4
2011,Gold River CDP,"3,300","2,900",400,13.3
2011,Goleta City,"16,700","15,700",900,5.7
2011,Gonzales city,"3,800","3,700",100,2.6
2011,Goshen CDP,"1,500","1,300",300,17.4
2011,Graeagle CDP,230,200,40,15.5
2011,Grand Terrace city,"6,000","5,200",800,12.9
2011,Granite Bay CDP,"9,800","8,700","1,100",11.5
2011,Grass Valley city,"6,010","5,200",820,13.6
2011,Graton CDP,800,700,100,18.6
2011,Greenfield city,"7,900","7,100",900,10.8
2011,Greenhorn CDP,160,120,40,25.9
2011,Green Valley CDP,700,700,0,0.0
2011,Greenville CDP,570,380,190,33.9
2011,Gridley city,"2,700","2,300",400,15.2
2011,Grover Beach city,"6,700","5,900",800,11.9
2011,Guadalupe city,"3,200","2,900",300,7.9
2011,Guerneville CDP,"2,400","2,100",300,10.9
2011,Gustine city,"2,700","2,200",500,18.3
2011,Hacienda Heights CDP,"24,900","22,500","2,400",9.8
2011,Half Moon Bay city,"6,600","6,200",400,5.9
2011,Hamilton Branch CDP,280,200,80,28.9
2011,Hamilton City CDP,"1,050",880,170,16.0
2011,Hanford city,"24,300","20,800","3,500",14.5
2011,Hawaiian Gardens city,"6,200","5,400",800,12.8
2011,Hawthorne city,"42,600","38,000","4,700",11.0
2011,Hayfork CDP,"1,000",950,50,4.8
2011,Hayward city,"75,700","65,200","10,500",13.8
2011,Healdsburg city,"5,700","5,200",500,9.3
2011,Heber CDP,"2,100","1,500",600,29.6
2011,Hemet city,"28,300","23,200","5,000",17.7
2011,Hercules city,"13,000","12,100",900,6.9
2011,Hermosa Beach city,"11,600","10,900",700,6.1
2011,Hesperia city,"34,600","28,700","5,900",17.1
2011,Hidden Hills city,600,500,100,10.1
2011,Hidden Valley Lake CDP,"2,970","2,830",140,4.8
2011,Highgrove CDP,"2,300","1,900",500,19.4
2011,Highland city,"22,800","20,200","2,600",11.3
2011,Hillsborough town,"4,600","4,200",400,7.8
2011,Hilmar Irwin CDP,"2,600","2,400",200,6.2
2011,Hollister city,"17,700","15,100","2,600",14.7
2011,Holtville city,"2,900","2,000",900,31.2
2011,Home Garden CDP,600,500,200,24.6
2011,Home Gardens CDP,"4,600","4,100",500,11.4
2011,Homeland CDP,"2,600","2,200",400,14.1
2011,Hughson city,"3,300","2,900",400,12.9
2011,Huntington Beach city,"104,200","95,100","9,100",8.7
2011,Huntington Park city,"27,400","23,100","4,300",15.7
2011,Huron city,"2,600","2,000",600,23.2
2011,Hydesville CDP,500,500,0,1.2
2011,Idyllwild Pine Cove CDP,"1,100","1,000",100,8.1
2011,Imperial city,"8,800","6,500","2,300",25.7
2011,Imperial Beach city,"12,500","10,600","1,900",15.5
2011,Independence CDP,240,230,20,6.3
2011,Indian Falls CDP,0,0,0,0.0
2011,Indian Wells city,"1,600","1,400",200,11.1
2011,Indio city,"35,500","30,500","5,000",14.2
2011,Industry city,100,100,0,13.4
2011,Inglewood city,"54,400","45,800","8,600",15.7
2011,Interlaken CDP,"3,500","3,000",500,13.8
2011,Inverness CDP,500,500,0,3.1
2011,Inyokern CDP,300,300,0,0.0
2011,Ione city,"2,150","1,870",280,13.0
2011,Iron Horse CDP,60,60,0,0.0
2011,Irvine city,"112,400","104,700","7,700",6.8
2011,Irwindale city,700,500,100,17.4
2011,Isla Vista CDP,"13,200","10,600","2,600",20.0
2011,Isleton city,300,200,0,11.7
2011,Ivanhoe CDP,"1,800","1,500",300,19.0
2011,Jackson city,"2,160","1,910",250,11.4
2011,Jamestown CDP,"1,380","1,080",310,22.3
2011,Johannesburg CDP,0,0,0,0.0
2011,Johnsville CDP,0,0,0,0.0
2011,Joshua Tree CDP,"2,400","1,900",500,19.8
2011,Jurupa Valley city,"44,400","37,000","7,500",16.8
2011,Keddie CDP,50,20,30,67.3
2011,Keeler CDP,10,10,0,0.0
2011,Keene CDP,100,100,0,15.4
2011,Kelseyville CDP,"1,460","1,320",150,9.9
2011,Kennedy CDP,"1,400","1,100",400,24.5
2011,Kensington CDP,"2,600","2,400",200,6.5
2011,Kerman city,"6,600","5,700",900,14.3
2011,Kernville CDP,400,400,0,0.0
2011,Kettleman City CDP,700,500,100,22.3
2011,Keyes CDP,"2,700","2,200",500,17.1
2011,King City city,"6,100","5,600",400,7.2
2011,Kings Beach CDP,"1,600","1,500",100,4.2
2011,Kingsburg city,"5,400","4,800",600,11.7
2011,Kirkwood CDP,80,80,10,6.2
2011,Klamath CDP,270,210,60,20.8
2011,Knightsen CDP,600,500,0,5.8
2011,La Canada Flintridge city,"8,800","8,300",500,5.9
2011,La Crescenta Montrose CDP,"9,400","8,500",800,8.9
2011,Ladera Heights CDP,"3,400","2,900",500,14.7
2011,Lafayette city,"11,300","10,700",700,5.8
2011,Laguna Beach city,"12,300","11,400",900,7.0
2011,Laguna Hills city,"16,600","15,300","1,400",8.3
